cell_id,cell_members,cell_tier_span,cell_games,cell_neg,rank_in_cell,representative,kit_id,folk_name,corpus,game,tier,canon_tier,negative,flags,lineage,gx,proxy,geo,commit,econ,mob,elem_p,avg_conf,spend_stratum,basin,meta,power_rating,eras,prov,mechanics_status,blocking_mechanics,mech_note
SOLO|LARGE|INST×econ:cooldown,7,"T1,T2,T2b",7,1,3,False,d3-akkhan-condemn,Akkhan Condemn,d3,d3,T1,deep,False,,,,solo,large-AOE,instant,wrath+cooldown-uptime,med,holy,0.85,,,,,set-era;late-sets,kb,have-core,direct-hit instant verbs native,Condemn charges a nova around the body that Blade of Prophecy detonates instantly — perma-Akarat's-Champion angel-mode saders erasing screen
SOLO|LARGE|INST×econ:cooldown,7,"T1,T2,T2b",7,1,4,False,gd-devastation-sorcerer,Devastation Sorcerer,gd,gd,T1,moderate,False,,,,solo,large-AOE,instant,cooldown-rotation,med,aether,0.83,,,,,base-2016;patch-1.1-1.2,gt;kb,have-core,direct-hit instant verbs native,Call the meteor storm — Devastation blankets a zone in falling aether-fire while the sorcerer weaves cooldowns underneath; the big-red-butto
SOLO|LARGE|INST×econ:cooldown,7,"T1,T2,T2b",7,1,5,False,tq-distortion-templar,Distortion Wave Templar,tq,tq,T2,moderate,False,,,,solo,large-AOE,instant,cooldown-rotation,low,physical,0.83,,,,,immortal-throne-2007;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,"The shield-caster — Distortion Wave nukes from behind Defense's wall, psionic artillery in plate; the caster-tank identity Dream's flexibili"
SOLO|LARGE|INST×econ:cooldown,7,"T1,T2,T2b",7,1,6,False,di-bombardment-wizard-pvp,Bombardment Artillery Wizard,di,di,T2b,moderate,False,,,,solo,large-AOE,instant,cooldown-window,med,fire,0.73,mixed,,pvp,,di-2026-era,ytpvp,have-core,direct-hit instant verbs native,Long-range artillery-fire Wizard — the current Battlegrounds lane where range and volley density substitute for the stealth-burst grammar; t
SOLO|LARGE|INST×econ:cooldown,7,"T1,T2,T2b",7,1,7,False,poe2-chronomancer-01,Chronomancer (launch),poe2,poe2,T1,negative,True,,,,solo,large-AOE,instant,cooldown-utility,med,cold,0.68,,,,,0.1;0.2-dawn;0.3-edict;0.4,kb;aoe,have-core,direct-hit instant verbs native,Time-manipulation ascendancy whose freeze-time and rewind toys never paid rent against ascendancies that just dealt damage — four patches of
SOLO|MULTI|INST×GX-09,7,"T1,T3",6,0,1,True,le-hammer-throw-paladin,Hammer Throw Paladin,le,le,T1,deep,False,,genre/hammerdin,GX-09,solo,multi-spawn,instant,mana-light,walk-forward,physical,0.83,,,,,beta-0.8-0.9;1.0-launch;1.2-woven;1.4-omens,let;kb,designed-addendum,rotational/orbital substrate addendum — build pending,Thrown hammers with tree nodes for RICOCHET and ORBIT paths circling the walking Paladin — Last Epoch's chapter of the genre's oldest lineag
SOLO|MULTI|INST×GX-09,7,"T1,T3",6,0,2,False,d3-sotl-hammer,SotL Blessed Hammer,d3,d3,T1,deep,False,,,GX-09,solo,multi-spawn,instant,wrath-spender,med,holy,0.8,,,,,set-era;late-sets;s39,db;kb,designed-addendum,rotational/orbital substrate addendum — build pending,Seeker of the Light resurrects the spiral-orbiter — Blessed Hammers circling out from the cast point with Falling Sword resets; the Hammerdi
SOLO|MULTI|INST×GX-09,7,"T1,T3",6,0,3,False,d4-hammerdin-paladin,Hammerdin Paladin,d4,d4,T1,deep,False,,,GX-09,solo,multi-spawn,instant,unknown,unknown,holy,0.43,,,,,loh-s13-14,gl;sky,designed-addendum,rotational/orbital substrate addendum — build pending,"THE lineage returns home — Blessed Hammer spirals in Diablo 4, the third shipped Hammerdin across three Diablo generations (D2 → D3 SotL → D"
SOLO|MULTI|INST×GX-09,7,"T1,T3",6,0,4,False,poe2-spiral-volley,Spiral Volley,poe2,poe2,T1,moderate,False,,,GX-09,solo,multi-spawn,instant,unknown,high,physical,0.33,,,,,0.4;0.5-ancients,u4,designed-addendum,rotational/orbital substrate addendum — build pending,"Spear projectiles on spiraling flight paths, named among 0.4's top-tier archetype variants — helical geometry in PoE2's projectile family. S"
SOLO|MULTI|INST×GX-09,7,"T1,T3",6,0,5,False,hot-sage-ring-blades,Ring Blades Sage,hot,hot,T3,deep,False,,,GX-09,solo,multi-spawn,instant,single-axis-scaling,player-verb,n/a,0.85,,,,,hot-1.1-2026,sf-hot,designed-addendum,rotational/orbital substrate addendum — build pending,Orbiting blade rings with range and coverage stacked until 'everything dies before it gets on screen' — the forum's own words for the curren
SOLO|MULTI|INST×GX-09,7,"T1,T3",6,0,6,False,vs-death-spiral,Death Spiral (Axe evo),vs,vs,T3,deep,False,,,GX-09,solo,multi-spawn,instant,evolution-recipe,player-verb,n/a,0.83,,,,,vs-1.0-2022;vs-1.13-14-2025+,cg;kb,designed-addendum,rotational/orbital substrate addendum — build pending,Axes become a full rotating SPIRAL sweeping outward around the body — the arc-throw promoted to whole-circle geometry; the Reaper's own weap
SOLO|MULTI|INST×GX-09,7,"T1,T3",6,0,7,False,vs-phieraggi,Phieraggi (guns union),vs,vs,T3,deep,False,,,GX-09,solo,multi-spawn,instant,revive-stock-as-power,player-verb,n/a,0.83,,,,,vs-1.0-2022;vs-1.13-14-2025+,sg;kb,blocked-new,union/recipe evolution system (pair-grain authoring),"The pistol pair unions into rotating laser fans that SCALE WITH YOUR REVIVES — unspent extra lives convert directly into damage, making deat"
SOLO|SMALL|INST×GX-01,7,"T1,T2,T2b",5,1,1,True,gd-shadow-strike-infiltrator,Shadow Strike Infiltrator,gd,gd,T1,deep,False,,,GX-01,solo,small-AOE,instant,cooldown-rotation,skill-IS-movement,cold,0.82,,,,,base-2016;aom-2017;patch-1.1-1.2,gt;cf;kb,partial,dash/blink verb — sim support verify; deflect riders new,"TELEPORT INTO the target as the attack — Shadow Strike is movement and nuke fused in one button, Nightfall spreading the hit; the genre's bl"
SOLO|SMALL|INST×GX-01,7,"T1,T2,T2b",5,1,2,False,tq-shield-charge-conqueror,Shield Charge Conqueror,tq,tq,T2,deep,False,,,GX-01,solo,small-AOE,instant,cooldown-rotation,skill-IS-movement,physical,0.82,,,,,base-2006;anniversary-2016,tqf;kb,partial,dash/blink verb — sim support verify; deflect riders new,"Shield Charge slams you INTO the pack stunning on arrival, Batter and Shield Smash keep them down — the immovable-object archetype whose cha"
SOLO|SMALL|INST×GX-01,7,"T1,T2,T2b",5,1,3,False,tq-phantom-strike-dreamkiller,Phantom Strike Dreamkiller,tq,tq,T2,deep,False,,,GX-01,solo,small-AOE,instant,cooldown-rotation,skill-IS-movement,pierce,0.82,,,,,immortal-throne-2007;anniversary-2016,tqf;kb,partial,dash/blink verb — sim support verify; deflect riders new,"TELEPORT INTO the pack and detonate on arrival — Phantom Strike is 2007's blink-strike, the direct mechanical ancestor of Grim Dawn's Shadow"
SOLO|SMALL|INST×GX-01,7,"T1,T2,T2b",5,1,4,False,hades1-merciful-end,Merciful End (Ares+Athena duo),hades,hades1,T2,deep,False,narrow-scope,,GX-01 GX-03,solo,small-AOE,instant,pair-grain-capstone,skill-IS-movement,n/a,0.67,,,,,hades1-2020,kb,blocked-new,union/recipe evolution system (pair-grain authoring),"Deflect TRIGGERS Doom instantly — Athena's deflect verb detonates Ares' delayed curse on contact, collapsing the wait out of the tag-then-pa"
SOLO|SMALL|INST×GX-01,7,"T1,T2,T2b",5,1,5,False,di-monk-sss,Seven-Sided Strike Monk,di,di,T2b,moderate,False,,,GX-01,solo,small-AOE,instant,cooldown-window,skill-IS-movement,physical,0.83,f2p-viable,,dual,,di-launch-2022;di-2026-era,sk;db,partial,dash/blink verb — sim support verify; deflect riders new,Blink-flurry burst through Seven-Sided Strike with Shield of Zen absorbs and Cyclone Strike grouping — mechanically the roster's GX-01 blink
SOLO|SMALL|INST×GX-01,7,"T1,T2,T2b",5,1,6,False,di-draw-quarter-crusader,Draw and Quarter Horse Crusader,di,di,T2b,moderate,False,,,GX-01,solo,small-AOE,instant,cooldown-window,skill-IS-movement,holy,0.82,f2p-viable,,dual,,di-launch-2022;di-2026-era,vx;kb,partial,dash/blink verb — sim support verify; deflect riders new,"Mount the celestial warhorse, drag chained enemies behind it, ride through everything with immunity windows — the class identity verb (the h"
SOLO|SMALL|INST×GX-01,7,"T1,T2,T2b",5,1,7,False,d3-shield-bash,Shield Bash,d3,d3,T1,negative,True,,,GX-01,solo,small-AOE,instant,wrath-starved,skill-IS-movement,physical,0.8,,,,,ros-early,kb,partial,dash/blink verb — sim support verify; deflect riders new,Launch-era Roland's flagship whose resource cost and damage were nerfed into oblivion in 2.1 and NEVER rehabilitated across twelve years of 
SOLO|SMALL|INST×GX-05,7,"T1,T2b,T3",6,0,1,True,le-harvest-lich,Harvest Death Seal Lich,le,le,T1,deep,False,,,GX-05 GX-06,solo,small-AOE,instant,health-locked-low,high,necrotic,0.82,,,,,beta-0.8-0.9;1.0-launch;1.2-woven,kb,blocked-new,self-cost contract operators,Death Seal LOCKS your health at a fraction and pays you damage for the missing life while Harvest scythes through melee range — the delibera
SOLO|SMALL|INST×GX-05,7,"T1,T2b,T3",6,0,2,False,d4-auradin-paladin,Auradin Paladin,d4,d4,T1,deep,False,,,GX-05,solo,small-AOE,instant,passive-aura,walk-forward,holy,0.43,,,,,loh-s13-14,gl;sky,partial,reservation/aura toggles — loot-operator extension,Stacked holy auras pulse passive damage around the walking Paladin — the D2 Dream-Auradin lineage rebuilt as a first-class archetype two dec
SOLO|SMALL|INST×GX-05,7,"T1,T2b,T3",6,0,3,False,le-fire-aura-spellblade,Fire Aura Spellblade,le,le,T1,deep,False,,,GX-05,solo,small-AOE,instant,aura-passive,walk-forward,fire,0.37,,,,,1.4-omens,lb,partial,reservation/aura toggles — loot-operator extension,"The Season 4 aura-scaling rework birthed an S-tier — burning aura output on the melee-mage chassis, walk-forward damage in a radius. SEARCH-"
SOLO|SMALL|INST×GX-05,7,"T1,T2b,T3",6,0,4,False,poe2-acolyte-darkness,Darkness Acolyte,poe2,poe2,T1,moderate,False,,,GX-05,solo,small-AOE,instant,darkness-replaces-spirit,high,chaos,0.8,,,,,0.1;0.2-dawn,kb,partial,reservation/aura toggles — loot-operator extension,"Chaos monk who trades spirit for the Waking Dream darkness resource, converting the kit into into-the-veil chaos strikes — a whole ascendanc"
SOLO|SMALL|INST×GX-05,7,"T1,T2b,T3",6,0,5,False,vs-soul-eater,Soul Eater (Garlic evo),vs,vs,T3,deep,False,,,GX-05,solo,small-AOE,instant,aura-passive,player-verb,n/a,0.87,,,,,vs-1.0-2022,eg;kb,partial,reservation/aura toggles — loot-operator extension,The garlic aura — a body-hugging damage shell that carries the first twenty minutes and famously COLLAPSES in the last ten; the genre's cano
SOLO|SMALL|INST×GX-05,7,"T1,T2b,T3",6,0,6,False,ud-seal-veil-daimonios,Seal/Veil Resource Build (Daimonios),undecember,undecember,T2b,moderate,False,,,GX-05,solo,small-AOE,instant,seal-reservation+shared-link,med,unknown,0.72,,kr-trunk,,,ud-s7-2025,pgm,partial,reservation/aura toggles — loot-operator extension,Many SEAL skills stacked under Veil with a high-level Improved Technique link shared across them to crush resource costs — the reservation-e
SOLO|SMALL|INST×GX-05,7,"T1,T2b,T3",6,0,7,False,hot-cleric-radiant,Radiant Aura Cleric,hot,hot,T3,moderate,False,,,GX-05,solo,small-AOE,instant,aura-passive,player-verb,n/a,0.87,,,,,hot-1.0-2024;hot-1.1-2026,pg;kb,partial,reservation/aura toggles — loot-operator extension,The holy body-aura build — Radiant Aura's passive halo grinding everything that steps into arm's reach while heals keep the wall standing; t
HEAVY|MULTI|INST×GX-19,6,"T1,T2",6,0,1,True,le-storm-totem-shaman,Storm Totem Shaman,le,le,T1,deep,False,,,GX-19 GX-09,heavy,multi-spawn,instant,totem-cycle,high-while-totems-work,lightning,0.82,,,,,beta-0.8-0.9;1.0-launch;1.2-woven,kb,designed-addendum,rotational/orbital substrate addendum — build pending,Planted totems channel the storm FOR you — lightning pylons and spinning tornadoes doing the casting while the shaman repositions; the commi
HEAVY|MULTI|INST×GX-19,6,"T1,T2",6,0,2,False,chr-mechanist-turret-drone,Turret & Drone Mechanist,chronicon,chronicon,T2,deep,False,,,GX-19,heavy,multi-spawn,instant,recategorization-multiplier,high-while-battery-works,holy,0.83,,,,T400-650 (guide-documented),ancient-beasts-dlc;current-1.52,sf,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,The Drone Pilot set RECLASSIFIES turrets as drones so they inherit every drone multiplier — the guide's own words: 'Chronicon's fundamentals
HEAVY|MULTI|INST×GX-19,6,"T1,T2",6,0,3,False,tl2-bot-engineer,Bot Summoner Engineer,tl,tl2,T2,deep,False,,,GX-19,heavy,multi-spawn,instant,summon-uptime,high-while-bots-work,physical,0.82,,,,,tl2-2012,tlf;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Gun Bot artillery, Blaster Bot swarms, and the beloved Healing Bot trailing behind — the Engineer as robotics platform; the turret-pet linea"
HEAVY|MULTI|INST×GX-19,6,"T1,T2",6,0,4,False,tli-moto-bots,Moto Bot Commander,tl,tli,T2,deep,False,,,GX-19,heavy,multi-spawn,instant,summon-uptime,med,physical,0.8,,,,,tli-live-2022+,eg;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"The robotics platform — Moto fields bot swarms and shield-line support under the Commander trait, TL2's Engineer bots reborn as an entire HE"
HEAVY|MULTI|INST×GX-19,6,"T1,T2",6,0,5,False,tq-trap-magician,Trapper Magician,tq,tq,T2,moderate,False,,,GX-19,heavy,multi-spawn,instant,turret-cycle,high-while-turrets-work,pierce,0.8,,,,,base-2006;immortal-throne-2007;anniversary-2016,tqf;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,Rapid Construction lays a FIRING LINE of bolt-thrower traps that fight while you kite — 2006's deployable-turret archetype and the mechanica
HEAVY|MULTI|INST×GX-19,6,"T1,T2",6,0,6,False,tq2-forge-turrets,Forge Turrets,tq,tq2,T2,moderate,False,,,GX-19,heavy,multi-spawn,instant,unknown,unknown,fire,0.4,,,,,tq2-ea-2025+,sc;fx,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"The Forge mastery's device-and-summon build — deployed contraptions doing the fighting per the build sites, on the mastery TQ2 added after i"
LIGHT|SMALL|INST×econ:spend,6,"T1,T2b,T3",5,0,1,True,poe1-armageddon-brand,Armageddon Brand,poe1,poe1,T1,deep,False,,,,light,small-AOE,instant,brand-attach-recall-cycle,high-while-brands-work,fire,0.78,,,,,3.0-3.6;3.7-3.13,kb,verify,no rule matched — Mac pass to classify,Brand attaches to an enemy and periodically calls meteors on it while you run; recall and re-throw — attach-an-emitter-to-the-target caster.
LIGHT|SMALL|INST×econ:spend,6,"T1,T2b,T3",5,0,2,False,d3-mundunugu-sb,Mundunugu Spirit Barrage,d3,d3,T1,deep,False,,,,light,small-AOE,instant,mana-spender,high,cold,0.75,,,,,late-sets;s39,bm3;kb,verify,no rule matched — Mac pass to classify,Gazing Demise phantasms hover as ghostly turrets pulsing Spirit Barrage — the doctor deploys floating specters and the Manitou drains everyt
LIGHT|SMALL|INST×econ:spend,6,"T1,T2b,T3",5,0,3,False,d2-frost-bowazon,Frostmaiden,d2,d2,T1,moderate,False,,,,light,small-AOE,instant,mana-hungry,low,cold,0.7,,,,,lod;d2r,kb,verify,no rule matched — Mac pass to classify,Freezing Arrow converts bow shots into cold AOE bursts with hard crowd-freeze; control-forward ranged play.
LIGHT|SMALL|INST×econ:spend,6,"T1,T2b,T3",5,0,4,False,d2-ghost-pvp,Ghost,d2,d2,T1,moderate,False,,,,light,small-AOE,instant,mana-mid,high,physical,0.63,,,,,lod-1.10+,kb,verify,no rule matched — Mac pass to classify,PvP-named hybrid: Mind Blast stunlock + traps + claw WW burst; control-chain dueling identity.
LIGHT|SMALL|INST×econ:spend,6,"T1,T2b,T3",5,0,5,False,di-warlock-launch,Warlock (launch state),di,di,T2b,deep,False,,,,light,small-AOE,instant,unknown,unknown,shadow,0.33,unclear,,dual,excluded from Challenge of Equals S2 pending live data,di-5.0-2026,dx;db,verify,no rule matched — Mac pass to classify,The ninth class and the exhibit's SEVENTH recorded Warlock — a dark spellcaster rooted in Vizjerei magic with mastery over demons including 
LIGHT|SMALL|INST×econ:spend,6,"T1,T2b,T3",5,0,6,False,hot-warlock,Warlock (summon caster),hot,hot,T3,moderate,False,,,,light,small-AOE,instant,single-axis-scaling,player-verb,n/a,0.72,,,,,hot-1.0-2024;hot-1.1-2026,sf-hot;kb,verify,no rule matched — Mac pass to classify,"The dark-caster seat of the roster, forum-cited as a damage-quest workhorse — the SEVENTH game in the corpus to ship a class named Warlock, "
SOLO|SMALL|INST×GX-02,6,"T1,T2,T2b",5,0,1,True,le-werebear-druid,Werebear Druid,le,le,T1,deep,False,,,GX-02 GX-19,solo,small-AOE,instant,rage-drain-form,med,physical,0.73,,,,,beta-0.8-0.9;1.0-launch;1.4-omens,mx-le;eg;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"The bear form with its own bar — swipe, roar, maul on rage-drain fuel, massive built-in tankiness; the Season 4 bossing lists run it as a Sh"
SOLO|SMALL|INST×GX-02,6,"T1,T2,T2b",5,0,2,False,le-reaper-form-lich,Reaper Form Lich,le,le,T1,deep,False,,,GX-02 GX-06,solo,small-AOE,instant,decaying-form-sustain-race,high,necrotic,0.73,,,,,beta-0.8-0.9;1.0-launch;1.4-omens,gg;eg;kb,blocked-new,form-swap stat-block hotswap,"Transform into the Reaper — a second health bar that DECAYS every second, harvest-scythe kit, leech-or-die tempo; the form-shift whose fuel "
SOLO|SMALL|INST×GX-02,6,"T1,T2,T2b",5,0,3,False,poe2-shaman-bear,Shaman Bear,poe2,poe2,T1,deep,False,,,GX-02,solo,small-AOE,instant,form-locked,high,physical,0.4,,,,,0.4;0.5-ancients,mb2,blocked-new,form-swap stat-block hotswap,"Druid shapeshifts into a bear — built-in armour tank body, Rampage momentum clear, Herald of Ice chains for density — PoE2's form-shift fami"
SOLO|SMALL|INST×GX-02,6,"T1,T2,T2b",5,0,4,False,gd-berserker-wereforms,Berserker (FoA mastery),gd,gd,T1,deep,False,,,GX-02,solo,small-AOE,instant,unknown,unknown,cold,0.33,,,,,foa-pending,gdw;fw;sk,blocked-new,form-swap stat-block hotswap,"Grim Dawn's tenth mastery — a shapeshifter who transforms into 'vicious beastlike forms,' dual-wields between forms, and infuses weapons wit"
SOLO|SMALL|INST×GX-02,6,"T1,T2,T2b",5,0,5,False,chr-fire-berserker,Fire Avatar Berserker,chronicon,chronicon,T2,moderate,False,,,GX-02,solo,small-AOE,instant,heat-window,high,fire,0.83,,,,,ea-2015-2019;1.0-2020,kb,blocked-new,form-swap stat-block hotswap,"Burn-stacking melee under the fire-avatar transformation windows — the Berserker's volcanic identity, overheat windows trading survivability"
SOLO|SMALL|INST×GX-02,6,"T1,T2,T2b",5,0,6,False,di-blood-knight,Blood Knight (vampiric hybrid),di,di,T2b,moderate,False,,,GX-02 GX-06,solo,small-AOE,instant,life-feed-sustain,high,shadow,0.8,f2p-viable,,dual,,di-bk-2023;di-2026-era,mm;kb,blocked-new,form-swap stat-block hotswap,"The polearm vampire — melee or ranged BY PROXIMITY, feeding on enemy life, shadow snares, and a monster-form transformation vying for contro"
HEAVY|LARGE|INST×GAP-P1-03,5,T1,1,0,1,True,poe1-pizza-sticks,Pizza Sticks,poe1,poe1,T1,deep,False,,,GAP-P1-03 GAP-P1-04,heavy,large-AOE,instant,totem-cycle,high-while-totems-work,fire,0.8,,,,,3.0-3.6,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Totems channel Flameblast to full stages and detonate, over and over — the CHANNEL COMMITMENT outsourced to proxies; you just place the pizz"
HEAVY|LARGE|INST×GAP-P1-03,5,T1,1,0,2,False,poe1-ea-ballista,Explosive Arrow Ballista,poe1,poe1,T1,deep,False,,,GAP-P1-03,heavy,large-AOE,instant,totem-cycle,high-while-totems-work,fire,0.75,,,,,3.14-3.19;3.20+,el;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,Ballista totems stack explosive arrows into a target that detonate in one massive ignite — totem-delivered fuse-stack bossing royalty.
HEAVY|LARGE|INST×GAP-P1-03,5,T1,1,0,3,False,poe1-seismic-trap,Seismic Trap,poe1,poe1,T1,deep,False,,,GAP-P1-03,heavy,large-AOE,instant,trap-throw-cycle,high,physical,0.75,,,,,3.7-3.13;3.14-3.19,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Thrown trap releases a SEQUENCE of shockwave pulses over its duration — deploy a metronome, stack several, and bosses stand in a pulse grid."
HEAVY|LARGE|INST×GAP-P1-03,5,T1,1,0,4,False,poe1-glacial-cascade-mines,Glacial Cascade Mines,poe1,poe1,T1,deep,False,,,GAP-P1-03,heavy,large-AOE,instant,mine-throw-cycle,high,cold,0.73,,,,,3.0-3.6;3.7-3.13,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,Thrown mines detonate cascading ice eruptions marching forward in a line — deploy-then-detonate caster at mine cadence.
HEAVY|LARGE|INST×GAP-P1-03,5,T1,1,0,5,False,poe1-fire-trap,Fire Trap,poe1,poe1,T1,moderate,False,,,GAP-P1-03,heavy,large-AOE,instant,trap-throw-cycle,high,fire,0.72,,,,,1.x;2.x;3.7-3.13,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Thrown trap arms on the ground and erupts when enemies step near, leaving burning ground — deploy-and-bait; the founding trap archetype."
LIGHT|LARGE|INST×GX-03,5,T1,3,0,1,True,le-chthonic-fissure-warlock,Chthonic Fissure Warlock,le,le,T1,deep,False,,,GX-03,light,large-AOE,instant,curse-stack-multiplication,med,fire,0.77,,,,,1.0-launch;1.1-harbingers;1.4-omens,gg;lw;kb,blocked-new,mark/tag ledger + consume-trigger operators,Tear the ground open — the fissure crawls forward belching chaos SPIRITS that seek and burn while curse stacks multiply everything; the genr
LIGHT|LARGE|INST×GX-03,5,T1,3,0,2,False,le-explosive-trap-falconer,Explosive Trap Falconer,le,le,T1,deep,False,,,GX-03,light,large-AOE,instant,trap-stock-deploy,high,physical,0.77,,,,,1.0-launch;1.1-harbingers,kb,blocked-new,mark/tag ledger + consume-trigger operators,"Carpet the floor with explosive traps the falcon's dives detonate — the 1.0 launch's most overtuned archetype, deploy-density gameplay where"
LIGHT|LARGE|INST×GX-03,5,T1,3,0,3,False,d3-sunwuko-wol,Sunwuko Wave of Light,d3,d3,T1,deep,False,,,GX-03,light,large-AOE,instant,spirit-builder-spender,high,holy,0.75,,,,,set-era;late-sets;s39,kb;mx,blocked-new,mark/tag ledger + consume-trigger operators,Ring a colossal spirit BELL down onto packs — Sunwuko clones and stacks feed one-button bell drops; D3's bell predates PoE2's bell by a deca
LIGHT|LARGE|INST×GX-03,5,T1,3,0,4,False,d4-mighty-throw,Mighty Throw Barbarian,d4,d4,T1,deep,False,,,GX-03,light,large-AOE,instant,fury-spender,high,physical,0.73,,,,,s7-s12,kb,blocked-new,mark/tag ledger + consume-trigger operators,"Hurl the weapon to plant a SHOCKWAVE-PULSING ZONE where it lands — throw, let the planted quake field work, recall, repeat; the deploy-a-zon"
LIGHT|LARGE|INST×GX-03,5,T1,3,0,5,False,d4-death-trap,Death Trap Rogue,d4,d4,T1,deep,False,,,GX-03,light,large-AOE,instant,cooldown-reset-loop,high,shadow,0.73,,,,,voh-s6+;s7-s12,kb,blocked-new,mark/tag ledger + consume-trigger operators,"The ultimate becomes the rotation — cooldown-collapsed Death Traps vacuum packs into a killing point, chain-deployed through reset aspects; "
SOLO|SINGLE|INST×GX-01,5,"T1,T2",4,1,1,True,d4-evade-sb,Evade Spiritborn,d4,d4,T1,deep,False,,,GX-01,solo,single,instant,evade-charge-cycle,skill-IS-movement,physical,0.82,,,,,voh-s6+,kb,partial,dash/blink verb — sim support verify; deflect riders new,"The DODGE BUTTON becomes the damage skill — eagle-spirit aspects make Evade itself strike, reset, and chain, so the build is literally dashi"
SOLO|SINGLE|INST×GX-01,5,"T1,T2",4,1,2,False,poe2-rake-ritualist,Bleed Ritualist,poe2,poe2,T1,moderate,False,,,GX-01,solo,single,instant,mana-light,skill-IS-movement,physical,0.82,,,,,0.2-dawn;0.3-edict,kb,partial,dash/blink verb — sim support verify; deflect riders new,Rake's dash-slash stacks aggravated bleeds while the Ritualist's blood mechanics amplify — hit-and-run physical DoT where the movement IS th
SOLO|SINGLE|INST×GX-01,5,"T1,T2",4,1,3,False,tli-erika3-vendetta,Erika 3 Vendetta's Sting,tl,tli,T2,deep,False,,,GX-01,solo,single,instant,unknown,skill-IS-movement,cold,0.4,,,,,tli-ss11-12-2026,mpx;sky;u4,partial,dash/blink verb — sim support verify; deflect riders new,Twin-blade attack-speed crit stacking that current write-ups call 'the closest thing Torchlight has to old-school flicker strike' — 1:12 ave
SOLO|SINGLE|INST×GX-01,5,"T1,T2",4,1,4,False,hades1-athena-dash,Athena Divine Dash Core,hades,hades1,T2,deep,False,narrow-scope,,GX-01,solo,single,instant,universal-verb-modded,skill-IS-movement,n/a,0.72,,,,,hades1-2020,kb,partial,dash/blink verb — sim support verify; deflect riders new,"The dash DEFLECTS — the universal movement verb becomes the defense, the counterattack, and the build axis all at once, and 'take Athena das"
SOLO|SINGLE|INST×GX-01,5,"T1,T2",4,1,5,False,d4-blade-shift,Blade Shift Rogue,d4,d4,T1,negative,True,,,GX-01,solo,single,instant,generator,skill-IS-movement,physical,0.87,,,,,launch-s1-3;loot-reborn-s4-5,kb,partial,dash/blink verb — sim support verify; deflect riders new,"The move-through-enemies basic that never earned an aspect home while its sibling Heartseeker got a throne — same slot, same class, opposite"
SOLO|SINGLE|INST×GX-03,5,"T1,T2",5,1,1,True,d4-ice-shards,Ice Shards Sorcerer,d4,d4,T1,deep,False,,,GX-03,solo,single,instant,mana-spender,high,cold,0.82,,,,,launch-s1-3;loot-reborn-s4-5,kb,blocked-new,mark/tag ledger + consume-trigger operators,"Machine-gun ice shards that seek FROZEN targets automatically — freeze the pack, watch the volley redirect itself into the statues; the laun"
SOLO|SINGLE|INST×GX-03,5,"T1,T2",5,1,2,False,d3-raiment-shenlong,Raiment Generator,d3,d3,T1,moderate,False,,,GX-03,solo,single,instant,fill-ignite-drain-cycle,high,lightning,0.85,,,,,set-era;late-sets;s39,db;kb,blocked-new,mark/tag ledger + consume-trigger operators,"Lightning-punch generator monk under Shenlong's spirit-dump rhythm — build spirit to the cap, the fist weapons ignite it into a damage windo"
SOLO|SINGLE|INST×GX-03,5,"T1,T2",5,1,3,False,tq-brigand-poison,Poison Brigand,tq,tq,T2,deep,False,,,GX-03,solo,single,instant,mark-execute,high,poison,0.85,,,,,base-2006;anniversary-2016,tqf;kb,blocked-new,mark/tag ledger + consume-trigger operators,"Study Prey strips the target, envenomed pierce deletes it — the calculated glass cannon whose whole identity is mark-then-execute; TQ's debu"
SOLO|SINGLE|INST×GX-03,5,"T1,T2",5,1,4,False,hades1-aspect-chiron,Aspect of Chiron Bow,hades,hades1,T2,deep,False,narrow-scope,,GX-03,solo,single,instant,mark-consume,high,n/a,0.73,,,,,hades1-2020,kb,blocked-new,mark/tag ledger + consume-trigger operators,"Attack MARKS the target — then every special arrow SEEKS the mark automatically; aim once, unload blind. Mark-and-consume as a weapon's enti"
SOLO|SINGLE|INST×GX-03,5,"T1,T2",5,1,5,False,le-soul-feast,Soul Feast (as primary),le,le,T1,negative,True,,,GX-03,solo,single,instant,curse-consume,med,necrotic,0.8,,,,,1.0-launch;1.1-harbingers;1.2-woven,kb,blocked-new,mark/tag ledger + consume-trigger operators,The curse-consumption nuke that never carried a build of its own — it lives as the FEED inside Fissure builds while every attempt to make it
